Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,12,9:00,116.05,1.06,0.0091,304.92,175.15,0.53,0.003,300.88,540.85,2.0,0.0037,314.45,243.89,6.8,0.0279,298.16
August,12,9:30,156.67,1.52,0.0097,322.66,224.62,0.9,0.004,317.71,677.13,7.99,0.0118,321.72,297.49,6.81,0.0229,308.13
August,12,10:00,167.35,0.74,0.0044,316.82,280.11,0.98,0.0035,316.48,821.93,8.63,0.0105,329.25,374.42,8.27,0.0221,302.71
August,12,10:30,196.92,0.73,0.0037,324.89,313.73,4.05,0.0129,337.81,885.0,13.01,0.0147,333.18,387.44,9.65,0.0249,309.0
August,12,11:00,189.28,0.59,0.0031,334.73,339.57,2.31,0.0068,336.65,937.37,9.56,0.0102,338.45,423.13,4.95,0.0117,319.48
August,12,11:30,200.18,0.94,0.0047,334.63,364.18,3.28,0.009,337.63,956.4,8.99,0.0094,340.34,465.33,5.63,0.0121,316.89
August,12,12:00,204.92,1.35,0.0066,331.41,406.53,2.36,0.0058,343.61,978.8,8.32,0.0085,341.84,498.09,4.68,0.0094,319.5
August,12,12:30,202.69,1.58,0.0078,330.79,399.7,3.76,0.0094,350.58,972.24,12.54,0.0129,345.58,481.03,10.2,0.0212,327.1
August,12,13:00,207.0,2.07,0.01,332.79,415.16,3.32,0.008,339.4,975.05,10.14,0.0104,349.82,478.63,10.91,0.0228,327.85
August,12,13:30,214.6,0.88,0.0041,334.77,439.05,6.67,0.0152,347.12,968.64,13.17,0.0136,351.4,474.9,23.56,0.0496,338.94
August,12,14:00,221.71,0.44,0.002,336.31,459.59,4.0,0.0087,340.36,969.39,6.01,0.0062,354.12,498.79,11.57,0.0232,340.32
August,12,14:30,221.87,1.0,0.0045,340.65,466.53,3.5,0.0075,348.4,983.7,9.44,0.0096,357.68,502.47,10.75,0.0214,342.03
August,12,15:00,209.25,1.59,0.0076,326.63,456.42,1.23,0.0027,343.81,980.59,3.33,0.0034,359.5,490.46,6.18,0.0126,338.69
August,12,15:30,216.98,2.06,0.0095,326.05,444.48,2.0,0.0045,344.75,975.18,2.54,0.0026,356.64,502.64,6.28,0.0125,335.99
August,12,16:00,210.92,0.42,0.002,337.48,445.17,2.18,0.0049,346.86,952.31,2.1,0.0022,361.24,499.24,3.29,0.0066,336.13
August,12,16:30,203.42,0.33,0.0016,335.95,418.63,1.34,0.0032,340.33,893.72,1.7,0.0019,360.81,482.05,2.12,0.0044,332.15
August,12,17:00,185.7,0.89,0.0048,331.95,382.4,1.45,0.0038,346.75,850.93,2.04,0.0024,361.62,459.68,1.61,0.0035,337.6
August,12,17:30,156.13,1.42,0.0091,334.98,372.92,1.75,0.0047,349.97,788.23,4.49,0.0057,360.38,410.17,2.13,0.0052,335.66
August,12,18:00,133.16,0.47,0.0035,328.78,317.11,1.87,0.0059,342.81,714.77,5.15,0.0072,360.05,374.48,2.36,0.0063,335.81
August,12,18:30,122.44,0.61,0.005,349.05,302.54,1.82,0.006,338.14,660.64,2.91,0.0044,355.84,335.84,1.48,0.0044,325.04
August,12,19:00,71.15,0.19,0.0027,354.71,291.41,2.21,0.0076,345.55,559.54,1.73,0.0031,351.07,313.01,1.85,0.0059,330.23
August,12,19:30,62.48,0.31,0.005,348.93,268.15,1.72,0.0064,347.15,494.33,3.31,0.0067,354.38,285.44,4.14,0.0145,335.71
August,12,20:00,45.55,1.2,0.0264,331.9,231.53,3.03,0.0131,355.79,431.71,2.55,0.0059,353.59,267.89,6.27,0.0234,320.61
August,12,20:30,43.01,1.28,0.0298,326.1,209.63,2.49,0.0119,341.95,373.89,1.5,0.004,350.47,220.13,4.47,0.0203,321.51
August,12,21:00,28.42,0.71,0.025,353.88,169.35,2.08,0.0123,339.61,308.06,0.71,0.0023,349.49,176.66,4.88,0.0276,322.82
August,12,21:30,21.68,0.21,0.0098,360.46,137.56,1.13,0.0082,347.5,239.37,0.45,0.0019,352.79,162.34,1.67,0.0103,306.98
August,12,22:00,16.67,0.14,0.0086,365.52,109.66,0.49,0.0045,313.29,240.28,2.4,0.01,345.68,137.06,2.49,0.0182,318.88
August,12,22:30,12.77,1.89,0.1478,389.84,92.18,0.51,0.0055,304.87,162.59,0.93,0.0057,330.8,107.2,0.91,0.0085,311.79
August,12,23:00,12.11,1.04,0.0862,324.53,58.62,0.4,0.0069,340.74,134.88,0.28,0.0021,313.11,79.13,0.51,0.0065,304.07
August,12,23:30,9.43,0.95,0.1009,347.6,45.2,0.17,0.0038,307.83,97.08,0.18,0.0019,333.45,65.81,0.36,0.0054,297.46
August,13,0:00,4.77,0.39,0.0828,439.46,29.58,0.24,0.0082,311.17,64.7,0.56,0.0087,327.63,38.52,0.34,0.0088,335.51
August,13,0:30,4.49,0.22,0.0498,441.35,22.1,0.17,0.0077,323.35,42.13,0.29,0.0069,315.96,29.12,0.08,0.0026,316.27
August,13,1:00,2.89,0.35,0.122,358.84,8.16,0.03,0.0039,409.72,31.9,0.18,0.0057,320.71,21.21,0.07,0.0032,342.76
August,13,1:30,2.4,0.62,0.2578,395.4,6.01,0.01,0.0011,363.45,25.45,0.16,0.0062,309.64,16.18,0.35,0.0214,352.82
August,13,2:00,1.88,0.12,0.0617,1017.82,3.72,0.0,0.0005,383.07,16.81,0.28,0.0167,323.45,10.25,0.47,0.0461,323.98
August,13,2:30,1.91,0.02,0.0092,441.87,3.1,0.0,0.0005,392.85,14.18,0.12,0.0085,381.61,10.05,0.18,0.0183,309.81
August,13,3:00,1.87,0.01,0.0067,334.85,3.81,0.0,0.0,336.28,12.94,0.34,0.0262,404.09,3.31,0.06,0.0187,387.52
August,13,3:30,1.91,0.01,0.0067,305.6,2.94,0.0,0.0,354.88,13.21,0.01,0.0006,353.56,2.27,0.06,0.025,436.68
August,13,4:00,1.78,0.0,0.0,270.69,2.66,0.0,0.0,334.5,11.01,0.04,0.0034,382.01,1.6,0.01,0.0082,508.18
August,13,4:30,1.71,0.0,0.0,253.95,2.39,0.0,0.0,313.81,8.9,0.05,0.0055,360.6,1.88,0.01,0.0057,412.89
August,13,5:00,1.88,0.0,0.0,255.74,2.38,0.01,0.0033,508.58,10.35,0.08,0.008,493.06,2.46,0.02,0.0083,399.91
August,13,5:30,2.08,0.0,0.0,304.14,2.99,0.02,0.0067,362.15,13.54,0.07,0.0051,380.72,2.86,0.01,0.0043,406.76
August,13,6:00,2.73,0.25,0.09,287.35,4.5,0.02,0.0053,306.43,25.51,0.16,0.0061,268.97,10.46,0.04,0.004,239.58
August,13,6:30,2.19,0.12,0.0558,298.31,6.17,0.65,0.106,344.37,54.21,0.56,0.0103,262.92,23.48,1.79,0.0761,256.78
August,13,7:00,8.49,0.36,0.0421,342.86,23.91,0.15,0.0062,273.84,83.72,0.49,0.0058,260.7,35.53,0.54,0.0152,270.43
August,13,7:30,19.4,0.68,0.0352,349.96,42.93,1.8,0.0419,290.38,141.34,1.72,0.0122,257.36,57.24,1.13,0.0198,282.81
August,13,8:00,44.3,0.39,0.0087,284.04,78.25,0.38,0.0049,292.31,256.07,0.95,0.0037,284.39,114.52,0.42,0.0037,271.48
August,13,8:30,79.37,0.53,0.0067,306.37,120.48,0.94,0.0078,305.14,383.47,0.84,0.0022,307.06,167.73,0.82,0.0049,307.95
August,13,9:00,116.68,0.79,0.0068,310.33,191.36,0.59,0.0031,310.35,539.74,1.51,0.0028,317.52,239.67,2.61,0.0109,297.69
August,13,9:30,137.97,1.21,0.0088,323.38,219.99,0.81,0.0037,326.89,658.52,2.24,0.0034,321.1,289.66,5.36,0.0185,308.33
August,13,10:00,155.46,1.32,0.0085,318.09,267.86,0.64,0.0024,323.29,748.89,3.07,0.0041,329.32,349.72,4.86,0.0139,306.5
August,13,10:30,188.56,1.38,0.0073,318.51,328.28,4.63,0.0141,336.0,857.46,6.0,0.007,338.42,381.85,10.16,0.0266,310.55
August,13,11:00,194.19,1.3,0.0067,319.49,329.75,3.46,0.0105,335.73,885.99,4.25,0.0048,346.1,409.59,7.5,0.0183,326.11
August,13,11:30,203.15,1.75,0.0086,326.31,383.39,5.6,0.0146,338.67,938.5,8.73,0.0093,348.91,458.58,4.68,0.0102,317.03
August,13,12:00,206.29,1.42,0.0069,316.84,389.75,4.4,0.0113,343.45,994.71,17.21,0.0173,347.56,484.11,10.46,0.0216,317.94
August,13,12:30,202.46,1.11,0.0055,325.45,381.78,3.44,0.009,348.1,970.81,10.29,0.0106,352.85,465.7,6.19,0.0133,324.62
August,13,13:00,203.93,2.18,0.0107,332.34,390.64,4.18,0.0107,341.21,938.94,6.67,0.0071,352.81,447.9,5.29,0.0118,324.93
August,13,13:30,210.16,0.95,0.0045,330.33,409.7,5.86,0.0143,352.35,938.16,6.66,0.0071,353.48,453.44,5.08,0.0112,333.08
August,13,14:00,213.53,1.32,0.0062,328.85,414.36,2.4,0.0058,347.24,953.46,6.1,0.0064,354.92,467.19,4.91,0.0105,335.02
August,13,14:30,218.99,1.88,0.0086,334.91,438.31,2.54,0.0058,345.54,953.99,8.59,0.009,357.28,477.57,8.36,0.0175,341.83
August,13,15:00,205.54,2.2,0.0107,326.44,421.96,0.93,0.0022,350.99,944.16,3.21,0.0034,361.08,468.29,6.65,0.0142,340.61
August,13,15:30,208.81,3.88,0.0186,326.41,414.09,1.82,0.0044,351.11,938.16,3.28,0.0035,357.33,478.07,25.05,0.0524,336.84
August,13,16:00,203.18,1.87,0.0092,340.39,390.4,1.44,0.0037,350.92,921.87,2.12,0.0023,356.16,471.06,15.31,0.0325,334.99
August,13,16:30,198.9,0.9,0.0045,337.43,387.43,1.2,0.0031,346.5,877.41,2.9,0.0033,356.19,438.57,5.13,0.0117,329.96
August,13,17:00,188.9,1.62,0.0086,327.34,351.02,1.23,0.0035,351.17,838.99,2.35,0.0028,353.41,412.12,2.51,0.0061,339.79
August,13,17:30,151.0,1.24,0.0082,335.41,346.5,1.28,0.0037,358.34,764.78,2.37,0.0031,354.75,364.92,2.55,0.007,326.49
August,13,18:00,131.1,1.0,0.0076,326.3,321.11,1.35,0.0042,350.5,705.36,2.05,0.0029,360.12,328.0,1.77,0.0054,329.84
August,13,18:30,117.34,0.79,0.0067,342.41,307.05,1.97,0.0064,351.36,638.22,4.15,0.0065,361.14,303.62,1.52,0.005,320.1
August,13,19:00,72.4,0.52,0.0072,361.68,289.54,2.17,0.0075,344.99,545.84,2.89,0.0053,354.02,284.85,2.62,0.0092,333.56
August,13,19:30,57.36,0.29,0.0051,331.76,259.62,1.32,0.0051,339.58,481.94,2.55,0.0053,362.56,256.7,4.47,0.0174,337.98
August,13,20:00,43.99,0.69,0.0156,321.87,223.66,1.57,0.007,349.49,413.28,2.48,0.006,356.59,227.34,5.68,0.025,323.83
August,13,20:30,33.84,0.73,0.0216,308.49,201.7,0.95,0.0047,346.37,348.99,2.58,0.0074,347.39,210.97,2.38,0.0113,321.01
August,13,21:00,28.43,0.83,0.0293,324.16,168.86,0.71,0.0042,336.95,305.74,1.25,0.0041,346.42,161.81,7.44,0.046,332.27
August,13,21:30,19.48,0.14,0.007,327.82,123.9,0.31,0.0025,351.18,236.04,1.23,0.0052,347.18,147.53,3.95,0.0268,319.24
August,13,22:00,14.27,0.04,0.0029,309.55,102.33,0.46,0.0045,338.14,218.62,1.11,0.0051,328.18,128.94,1.93,0.015,324.98
August,13,22:30,11.88,1.6,0.1345,397.45,82.89,0.38,0.0046,326.73,152.9,1.04,0.0068,326.55,93.76,1.08,0.0115,317.8
August,13,23:00,10.29,0.97,0.0946,358.46,57.15,0.47,0.0082,322.56,138.26,0.44,0.0032,329.75,78.08,0.8,0.0102,321.98
August,13,23:30,7.62,0.1,0.0135,292.35,41.5,0.14,0.0033,311.07,95.83,0.45,0.0047,335.19,56.67,1.21,0.0213,304.12
August,14,0:00,4.17,0.02,0.0054,377.51,29.59,0.44,0.0149,307.73,56.27,0.47,0.0083,323.83,41.16,0.59,0.0144,330.61
August,14,0:30,4.06,0.01,0.0035,267.14,21.61,0.19,0.0086,310.04,39.82,0.19,0.0047,321.76,27.39,0.09,0.0034,311.04
August,14,1:00,2.71,0.04,0.0156,358.85,7.7,0.05,0.0067,381.11,34.59,0.28,0.0082,298.34,19.82,0.13,0.0067,341.84
August,14,1:30,2.61,0.12,0.0455,292.75,6.31,0.05,0.0074,338.21,26.67,0.18,0.0069,331.44,16.15,0.39,0.0243,355.78
August,14,2:00,1.83,0.06,0.0353,332.56,3.79,0.0,0.0,370.13,18.32,0.21,0.0115,293.51,13.6,0.2,0.0146,352.91
August,14,2:30,1.86,0.02,0.0083,350.28,3.09,0.0,0.0,416.12,16.15,0.22,0.0139,327.24,9.76,0.15,0.0158,347.89
August,14,3:00,1.76,0.04,0.0233,318.92,3.56,0.0,0.0,366.56,11.26,0.16,0.0141,363.86,3.22,0.1,0.031,440.98
August,14,3:30,1.85,0.01,0.0067,226.9,2.64,0.0,0.0,371.19,10.68,0.03,0.0027,358.89,2.5,0.15,0.058,497.73
August,14,4:00,1.66,0.01,0.0033,236.25,2.77,0.0,0.0,278.88,9.57,0.05,0.0055,397.24,1.77,0.06,0.0322,592.83
August,14,4:30,1.73,0.0,0.0,243.96,2.7,0.0,0.0,302.22,9.28,0.06,0.0065,353.66,1.8,0.04,0.0209,489.14
August,14,5:00,1.83,0.0,0.0,234.72,2.65,0.0,0.0,447.03,10.38,0.08,0.008,354.95,3.02,0.06,0.0204,428.0
August,14,5:30,1.82,0.0,0.0,321.1,2.82,0.0,0.0,317.51,10.1,0.04,0.0038,320.32,3.03,0.05,0.0155,410.96
August,14,6:00,2.5,0.01,0.005,270.74,4.43,0.0,0.0,324.67,27.58,0.09,0.0031,267.84,8.9,0.11,0.0125,253.65
August,14,6:30,2.09,0.15,0.074,283.66,5.58,0.7,0.125,368.03,51.29,0.46,0.009,256.15,22.27,1.45,0.0652,249.31
August,14,7:00,8.82,0.25,0.0286,338.4,27.6,0.1,0.0037,261.14,84.67,0.27,0.0032,266.25,39.58,0.56,0.0142,264.7
August,14,7:30,12.72,0.31,0.0246,348.25,42.72,1.17,0.0274,279.55,142.9,0.81,0.0057,259.45,58.21,0.59,0.0101,282.16
August,14,8:00,44.49,0.18,0.004,286.07,81.56,0.29,0.0036,280.63,266.59,0.51,0.0019,277.56,113.23,0.43,0.0038,273.42
August,14,8:30,80.02,0.26,0.0032,304.98,116.29,0.7,0.006,307.23,385.96,0.85,0.0022,308.08,174.57,1.54,0.0088,308.07
August,14,9:00,117.76,0.8,0.0068,308.08,185.13,0.48,0.0026,308.7,556.62,1.5,0.0027,311.34,244.44,3.45,0.0141,295.05
August,14,9:30,141.18,1.19,0.0084,323.22,212.16,0.55,0.0026,323.62,668.25,3.61,0.0054,310.85,300.81,4.63,0.0154,305.51
August,14,10:00,153.48,0.98,0.0064,320.47,263.3,1.24,0.0047,318.69,757.21,4.24,0.0056,327.52,346.57,3.99,0.0115,302.69
August,14,10:30,189.87,1.31,0.0069,318.67,320.6,4.33,0.0135,332.97,832.76,6.16,0.0074,332.66,384.77,11.04,0.0287,319.63
August,14,11:00,193.49,1.24,0.0064,319.95,323.23,4.36,0.0135,332.35,897.37,3.5,0.0039,339.16,411.02,7.81,0.019,327.32
August,14,11:30,204.86,1.74,0.0085,326.57,361.73,5.46,0.0151,339.32,929.59,2.97,0.0032,342.95,441.29,6.35,0.0144,320.33
August,14,12:00,208.15,1.81,0.0087,317.8,387.18,3.1,0.008,343.86,954.91,5.44,0.0057,344.42,461.67,12.42,0.0269,319.03
August,14,12:30,203.48,1.3,0.0064,326.95,375.42,2.29,0.0061,348.38,952.85,6.29,0.0066,343.89,447.3,6.71,0.015,329.29
August,14,13:00,205.04,2.36,0.0115,336.37,386.12,2.09,0.0054,341.53,919.51,6.34,0.0069,347.96,439.59,6.11,0.0139,325.88
August,14,13:30,206.7,0.95,0.0046,333.4,408.86,4.17,0.0102,352.04,915.69,8.42,0.0092,348.87,452.04,6.06,0.0134,330.9
August,14,14:00,211.81,1.33,0.0063,331.98,406.04,4.3,0.0106,348.24,929.58,4.74,0.0051,349.94,465.92,5.54,0.0119,333.19
August,14,14:30,224.74,1.91,0.0085,338.02,432.25,4.54,0.0105,346.91,928.53,5.29,0.0057,349.81,475.33,7.42,0.0156,337.94
August,14,15:00,208.94,2.17,0.0104,326.66,414.17,1.08,0.0026,350.85,916.94,2.75,0.003,351.36,467.69,6.13,0.0131,335.68
August,14,15:30,208.57,2.79,0.0134,325.7,405.7,2.07,0.0051,352.44,904.55,3.53,0.0039,352.35,465.21,25.26,0.0543,338.28
August,14,16:00,203.54,1.16,0.0057,343.25,382.93,1.46,0.0038,353.82,901.19,1.89,0.0021,350.34,479.3,16.97,0.0354,330.52
August,14,16:30,200.44,0.88,0.0044,339.91,375.31,1.16,0.0031,345.9,874.86,2.8,0.0032,352.18,439.7,6.86,0.0156,327.03
August,14,17:00,191.4,1.61,0.0084,330.69,342.99,1.58,0.0046,351.65,825.03,2.64,0.0032,349.92,411.63,2.92,0.0071,335.94
August,14,17:30,150.02,1.04,0.0069,335.63,334.85,1.51,0.0045,356.9,742.73,2.38,0.0032,350.89,357.48,2.72,0.0076,329.3
August,14,18:00,132.49,0.85,0.0064,324.71,308.01,1.66,0.0054,351.03,675.81,2.23,0.0033,350.32,323.88,2.01,0.0062,331.39
August,14,18:30,115.98,0.73,0.0063,344.07,302.58,2.54,0.0084,353.56,620.49,3.54,0.0057,352.39,297.98,1.91,0.0064,322.91
August,14,19:00,73.89,0.39,0.0053,365.93,283.5,2.49,0.0088,341.65,549.28,2.14,0.0039,344.23,270.82,2.14,0.0079,325.55
August,14,19:30,58.22,0.27,0.0047,334.18,247.59,1.34,0.0054,339.05,476.43,2.29,0.0048,351.11,251.05,3.44,0.0137,327.03
August,14,20:00,41.85,0.41,0.0098,322.16,209.38,1.44,0.0069,347.53,404.29,3.96,0.0098,350.32,195.24,3.94,0.0202,317.49
August,14,20:30,31.13,0.39,0.0126,303.47,197.2,0.57,0.0029,346.25,352.85,1.52,0.0043,349.79,182.6,1.75,0.0096,310.28
August,14,21:00,20.36,0.41,0.0203,320.91,164.37,0.79,0.0048,334.09,299.21,0.57,0.0019,345.63,149.75,9.73,0.065,328.44
August,14,21:30,16.55,0.11,0.0064,320.23,122.86,0.84,0.0068,335.82,237.28,0.43,0.0018,348.81,138.29,4.65,0.0336,320.39
August,14,22:00,14.38,0.05,0.0036,308.2,89.74,0.27,0.003,326.88,204.23,0.31,0.0015,329.12,122.35,1.97,0.0161,324.51
August,14,22:30,11.25,1.52,0.1352,413.81,75.54,0.32,0.0043,322.99,155.78,0.97,0.0062,326.97,93.11,1.4,0.015,316.7
August,14,23:00,10.46,1.08,0.1028,375.36,49.37,0.14,0.0029,315.79,120.65,0.36,0.003,322.48,66.82,0.83,0.0124,309.76
August,14,23:30,8.39,0.12,0.0138,297.1,38.45,0.07,0.0019,301.28,86.48,0.32,0.0037,320.21,51.36,1.32,0.0257,289.38
August,15,0:00,8.26,0.37,0.0453,954.23,49.2,0.26,0.0052,323.86,83.52,1.06,0.0127,325.76,81.54,1.26,0.0154,333.31
August,15,0:30,7.62,0.06,0.0083,388.71,33.55,0.16,0.0048,320.94,51.09,0.84,0.0164,325.82,53.35,0.2,0.0038,322.02
August,15,1:00,6.51,0.08,0.012,399.75,11.8,0.03,0.0026,413.11,53.07,2.08,0.0392,322.48,38.48,0.19,0.0049,332.71
August,15,1:30,5.83,0.3,0.0508,547.25,10.8,0.04,0.0036,324.38,42.89,1.45,0.0337,332.21,26.37,1.06,0.0403,361.19
August,15,2:00,3.99,0.07,0.0183,632.74,6.88,0.01,0.0012,306.38,31.69,1.4,0.0442,288.06,22.96,0.68,0.0298,359.48
August,15,2:30,3.68,0.0,0.0,609.31,5.33,0.0,0.0,284.12,26.91,0.87,0.0323,296.49,12.4,0.44,0.0357,404.63
August,15,3:00,3.19,0.01,0.0017,283.25,6.37,0.0,0.0,335.43,18.14,1.08,0.0598,322.53,6.23,0.39,0.0624,451.74
August,15,3:30,3.41,0.0,0.0,319.11,3.41,0.0,0.0,427.75,14.23,0.18,0.0128,364.14,5.55,0.67,0.1215,466.46
August,15,4:00,3.21,0.0,0.0,303.87,3.92,0.0,0.0,257.55,12.53,0.16,0.0128,341.8,4.36,0.47,0.1073,530.58
August,15,4:30,3.5,0.04,0.01,254.3,3.8,0.0,0.0,296.1,12.2,0.18,0.0151,364.57,4.54,0.34,0.0753,513.9
August,15,5:00,4.32,0.04,0.01,240.49,3.67,0.0,0.0,308.97,13.76,0.13,0.0097,378.09,8.35,0.4,0.0474,446.09
August,15,5:30,4.12,0.08,0.02,309.33,4.48,0.02,0.005,229.45,13.61,0.17,0.0128,301.31,7.79,0.14,0.0176,430.47
August,15,6:00,5.03,0.03,0.0067,316.25,5.93,0.08,0.0133,256.6,31.9,0.13,0.0042,291.28,13.72,0.53,0.0388,290.09
August,15,6:30,3.85,0.25,0.0647,337.16,9.19,1.78,0.1938,285.39,49.03,0.76,0.0155,261.43,23.02,1.37,0.0597,287.25
August,15,7:00,10.63,0.18,0.0168,293.5,10.66,0.05,0.0049,279.28,86.23,0.27,0.0031,267.29,40.31,1.42,0.0353,289.62
August,15,7:30,15.73,0.37,0.0238,317.43,18.8,0.73,0.0389,286.85,143.31,1.0,0.007,266.22,67.51,0.94,0.0139,290.9
August,15,8:00,49.42,0.19,0.0039,252.61,32.72,0.12,0.0037,284.69,276.47,0.91,0.0033,276.24,130.49,1.49,0.0114,281.03
August,15,8:30,69.88,0.14,0.002,283.45,43.89,0.1,0.0023,304.76,362.35,2.97,0.0082,287.32,161.77,3.04,0.0188,313.08
August,15,9:00,87.56,0.53,0.006,301.59,161.1,0.14,0.0009,309.2,537.45,2.9,0.0054,295.16,243.72,3.56,0.0146,307.21
August,15,9:30,108.27,1.13,0.0104,285.99,188.3,0.66,0.0035,323.06,624.16,11.05,0.0177,315.17,290.64,3.6,0.0124,304.59
August,15,10:00,123.15,0.99,0.008,297.9,249.37,0.87,0.0035,317.62,715.45,9.94,0.0139,320.54,340.31,3.81,0.0112,303.12
August,15,10:30,150.9,1.21,0.008,297.82,270.13,2.62,0.0097,323.59,814.29,13.35,0.0164,322.16,374.74,16.41,0.0438,308.55
August,15,11:00,167.96,1.29,0.0077,310.0,309.88,1.89,0.0061,321.33,872.19,8.55,0.0098,322.57,407.51,14.71,0.0361,302.75
August,15,11:30,177.15,1.59,0.009,316.79,342.12,2.94,0.0086,319.73,934.04,10.46,0.0112,332.9,416.11,6.95,0.0167,309.25
August,15,12:00,182.11,1.86,0.0102,310.06,345.94,1.94,0.0056,313.21,963.94,9.93,0.0103,331.7,434.77,7.65,0.0176,310.62
August,15,12:30,192.92,2.6,0.0135,321.38,378.08,3.89,0.0103,313.79,978.28,16.53,0.0169,331.75,443.01,7.04,0.0159,303.23
August,15,13:00,183.42,2.53,0.0138,313.96,413.74,2.81,0.0068,312.94,980.38,11.08,0.0113,340.89,440.09,9.64,0.0219,309.35
August,15,13:30,187.98,1.45,0.0077,318.99,420.14,4.5,0.0107,308.05,975.08,19.5,0.02,337.98,452.87,9.69,0.0214,312.32
August,15,14:00,170.15,1.57,0.0092,320.88,434.51,4.13,0.0095,315.76,965.78,16.9,0.0175,344.54,462.6,10.87,0.0235,303.26
August,15,14:30,170.2,2.59,0.0152,319.41,419.43,5.37,0.0128,322.95,940.86,21.92,0.0233,339.04,479.17,31.48,0.0657,315.87
August,15,15:00,177.73,2.51,0.0141,312.14,407.66,1.47,0.0036,320.49,883.19,9.8,0.0111,346.22,448.2,23.53,0.0525,310.13
August,15,15:30,175.47,3.47,0.0198,303.06,413.5,5.95,0.0144,314.93,869.48,5.22,0.006,345.33,422.83,50.87,0.1203,308.28
August,15,16:00,165.17,0.86,0.0052,322.78,420.33,3.36,0.008,313.18,855.53,3.17,0.0037,341.39,412.3,29.03,0.0704,314.73
August,15,16:30,155.29,0.57,0.0037,316.34,391.58,1.53,0.0039,322.32,755.32,1.66,0.0022,342.58,381.37,8.92,0.0234,319.05
August,15,17:00,157.33,2.31,0.0147,324.02,388.61,2.37,0.0061,327.07,720.76,1.66,0.0023,339.09,380.24,3.54,0.0093,310.46
August,15,17:30,143.24,1.56,0.0109,338.27,377.32,2.53,0.0067,319.01,729.24,2.92,0.004,336.11,384.53,5.15,0.0134,306.47
August,15,18:00,145.32,0.97,0.0067,328.44,349.66,3.11,0.0089,324.16,643.91,4.06,0.0063,340.54,352.14,2.57,0.0073,310.11
August,15,18:30,124.24,0.86,0.0069,325.75,317.39,2.16,0.0068,322.99,570.75,2.4,0.0042,348.0,278.66,3.2,0.0115,312.24
August,15,19:00,123.88,0.72,0.0058,308.09,274.29,2.28,0.0083,310.54,511.17,1.89,0.0037,332.14,276.8,3.21,0.0116,312.06
August,15,19:30,99.56,0.63,0.0063,319.37,240.51,1.68,0.007,318.47,465.71,3.35,0.0072,331.72,284.44,6.63,0.0233,321.53
August,15,20:00,58.94,1.53,0.0259,306.54,199.94,2.22,0.0111,329.22,429.31,4.21,0.0098,341.05,251.51,7.22,0.0287,319.2
August,15,20:30,47.42,1.06,0.0223,302.61,177.07,1.56,0.0088,315.69,381.04,4.08,0.0107,338.3,225.44,4.28,0.019,309.97
August,15,21:00,36.55,1.79,0.0489,319.93,152.32,1.65,0.0108,309.76,341.94,2.26,0.0066,335.25,196.76,9.98,0.0507,319.23
August,15,21:30,30.28,1.44,0.0475,316.74,141.08,1.24,0.0088,316.1,260.31,0.65,0.0025,328.8,160.37,5.76,0.0359,324.25
August,15,22:00,24.36,0.91,0.0375,330.81,114.37,0.7,0.0061,312.18,216.4,1.13,0.0052,331.59,149.01,2.8,0.0188,314.72
August,15,22:30,22.73,2.56,0.1127,306.21,96.47,0.66,0.0068,302.18,178.51,1.09,0.0061,329.32,118.6,3.15,0.0266,309.9
August,15,23:00,17.79,1.19,0.0671,352.28,69.78,0.18,0.0026,324.23,143.37,0.42,0.0029,323.88,100.36,0.92,0.0092,315.04
August,15,23:30,11.76,0.12,0.01,279.93,63.98,0.1,0.0015,309.18,132.22,0.2,0.0015,350.12,86.18,0.73,0.0085,302.33
August,16,0:00,10.62,0.28,0.0262,580.08,40.12,0.66,0.0164,332.32,70.27,0.98,0.0139,320.64,39.7,0.56,0.014,317.21
August,16,0:30,7.25,0.02,0.0033,381.39,26.8,0.41,0.0153,323.36,50.47,0.38,0.0075,326.46,26.75,0.09,0.0034,296.03
August,16,1:00,5.7,0.0,0.0,360.4,12.02,0.13,0.0106,374.07,40.78,0.77,0.0189,306.95,19.11,0.11,0.0059,328.17
August,16,1:30,5.65,0.34,0.0608,522.77,8.73,0.1,0.0109,328.69,33.38,0.53,0.0158,329.26,13.36,0.45,0.034,343.54
August,16,2:00,4.17,0.09,0.0217,752.46,6.15,0.0,0.0,322.26,21.43,0.93,0.0434,303.53,8.96,0.52,0.0577,355.2
August,16,2:30,3.9,0.01,0.0033,641.07,4.66,0.0,0.0,362.55,17.84,0.52,0.0289,322.84,8.5,0.98,0.1155,432.37
August,16,3:00,3.61,0.01,0.0017,336.38,5.24,0.03,0.005,373.55,16.31,0.8,0.0492,323.38,2.48,0.15,0.0594,458.3
August,16,3:30,3.59,0.01,0.0017,338.91,3.52,0.0,0.0,364.15,11.67,0.02,0.0017,343.83,2.85,0.32,0.1119,361.95
August,16,4:00,3.39,0.0,0.0,267.36,3.52,0.01,0.0025,242.21,11.49,0.04,0.0039,359.92,2.14,0.21,0.0996,428.04
